Phrase,Cluster Label
martial arts,442
big guy,278
i figure,310
teenage life,401
excellent plot,280
solid cast,390
small minority,464
awful movies,530
second part,405
lucky stars,550
own identity,391
perfect sense,369
strange dreams,350
large scale,376
rachel griffiths,397
danny glover,555
important aspect,383
other points,398
southern california,407
whole time,48
amateur hour,465
biographical film,42
musical moments,238
first love,520
cheesy movie,380
dramatic music,431
good ol,278
same feeling,256
entire career,83
actual locations,174
native people,384
criminal justice,399
indian film,400
little entertainment,196
creative process,279
great mysteries,309
own life,401
few seasons,76
poor movie,393
real problem,64
old news,33
technical problems,353
tarzan movie,17
rainy afternoon,326
live feed,148
comic roles,519
married man,92
american culture,45
first effort,20
cheap video,171
lame script,16
different perspective,105
nice try,556
second wife,405
personal note,246
small cast,1
slow boring,178
great role,383
average movie,402
sixth grade,405
inner demons,272
female leads,335
sophia loren,235
stunning cinematography,82
odd choice,480
same league,6
sissy spacek,243
silent films,276
new standard,493
poor effects,356
gay marriage,283
early days,359
walt disney,17
regular basis,403
neil gaiman,150
total crap,34
young adult,507
later seasons,6
liam neeson,192
good thats,98
other series,479
good man,129
complete control,404
early performance,173
nice things,556
great directing,60
american film,250
chinese culture,211
horrible films,530
general public,157
english translation,505
last forever,128
mainstream hollywood,127
great fan,172
good use,316
main themes,303
fiendish plot,458
new adventures,47
south street,49
old person,33
several friends,299
important parts,204
front page,565
huge star,550
next action,491
main feature,328
live action,491
little family,330
i wasnt,212
nice action,491
first third,405
false advertising,568
comedic actors,411
last scene,241
interesting story,406
other areas,204
black christmas,88
good jokes,567
deadly game,288
artistic vision,480
southern accent,407
new ways,493
second plane,405
own age,324
female roles,74
small things,443
high drama,140
central idea,120
extreme violence,408
entire world,478
lili taylor,112
eddy chandler,116
textbook example,119
emotional impact,302
amazing actors,301
terrible plot,458
benny goodman,496
new technology,493
good plots,280
modern film,42
good career,83
old tv,544
other shorts,85
incredible melting,421
jose ferrer,409
long way,417
positive aspects,490
robert carlyle,112
great vehicle,355
early sound,533
indian films,400
good review,183
incredible story,341
excellent performances,426
only exception,100
good drama,372
experienced actors,301
giant robots,117
recent memory,504
beautiful scenes,484
strange people,350
american i,45
great admirer,428
austin powers,374
same name,410
dull film,149
daily basis,403
interesting stories,406
mental breakdown,499
right ingredients,522
such i,310
dead letter,77
first experience,20
good writers,396
good television,236
other role,163
unrated version,468
comedic talent,411
bela lugosi,412
likeable character,133
artful dodger,413
brokedown palace,57
low score,524
small community,464
strange movie,143
high points,398
great time,355
doesnt mean,414
outstanding i,292
successful movie,208
final chapter,244
high schools,140
little film,42
poor man,356
romantic subplot,268
south america,415
dead poets,525
full blown,344
loud funny,201
inner workings,272
private lessons,176
random people,384
original broadway,395
different points,398
jean simmons,430
young stars,97
actual characters,467
good editing,16
huge waste,99
scary scenes,484
many movie,147
freddy krueger,228
entertaining horror,380
bad sound,533
utter trash,534
vietnam vet,333
ten times,4
other problems,416
real family,330
little respect,456
outstanding performance,485
minor quibbles,370
final episodes,221
great characters,467
female role,74
early work,359
modern art,339
intelligent person,377
certain time,61
beautiful people,275
last moments,325
bad attempt,158
awesome movie,530
religious people,384
supporting role,383
white cat,281
few movies,96
big budget,264
popular movie,111
black magic,88
poor cgi,356
long time,417
major event,232
synchronized swimming,174
13th part,508
moral message,418
teenage girl,95
tom berenger,463
bad jokes,567
same applies,256
fourth man,129
nice time,556
nuanced performance,485
red queen,419
simple tale,222
funny film,527
final justice,244
ill admit,291
own lives,401
amazing chemistry,515
bad man,158
queen bee,419
whole episode,221
main part,232
white christmas,281
poor people,356
good intentions,316
little attention,456
light touch,501
silly film,473
little story,396
excellent use,119
different ideas,105
little britain,456
gena rowlands,243
major studio,232
new home,67
wall street,420
white chicks,281
original title,482
same reaction,256
incredible journey,421
many reviewers,22
saturday night,326
american indians,45
paris hilton,422
such classics,96
disastrous results,244
anthony mann,195
leslie howard,423
rough cut,68
illustrious career,83
strong performance,173
initial shock,511
entire season,6
universal soldiers,63
final fantasy,244
romantic comedies,268
national lampoon,388
own terms,279
other reviews,183
scifi channel,270
funny moment,201
other scene,241
other thing,443
true i,212
late 1990s,104
young frankenstein,95
japanese horror,199
last quarter,128
excellent adventure,119
next one,20
poor lighting,356
east side,306
good portion,110
free rental,441
poor attempt,356
recent movies,96
whole enterprise,106
real thing,64
political situation,575
happy i,424
single movie,147
lifetime movie,147
great directors,301
great moments,428
cute story,406
nice family,330
real villain,64
few people,384
evil forces,453
talented actor,203
few years,76
christian viel,357
silent comedy,276
old flame,28
modern films,85
british film,425
first show,236
great shots,392
young actor,97
final verdict,244
bad performance,173
ward bond,446
nic cage,107
huge number,2
great promise,355
isnt anything,35
horrible actors,12
little sister,346
good performances,426
flash gordon,506
odd couple,350
worthless piece,512
footlight parade,427
mad men,566
gary graham,154
great thing,428
strong characters,467
sweet movie,268
good documentary,208
youll find,449
grady harp,429
big time,367
only decent,316
christian slater,357
new generation,493
pathetic movie,530
simple fact,122
familiar face,240
huge amount,376
extreme gore,545
humphrey bogart,547
forbidden planet,161
excellent way,316
freak accident,51
british tv,425
normal person,377
obvious flaws,494
decent actors,12
disappointing thing,158
new people,493
wonderful music,431
good number,316
jean claude,430
paris je,422
real name,410
full story,349
good music,431
french girl,18
negative side,573
bourne movies,285
endless shots,392
own thoughts,401
white hair,58
interesting twist,406
greek tragedy,432
altered species,487
ed begley,231
absolute garbage,534
amazing things,292
half hours,21
few steps,76
new films,85
latter category,347
young lover,92
big joke,367
many action,491
bad ass,215
same era,433
white male,281
margaret sullavan,532
own past,279
first film,434
great start,428
american dream,45
military training,435
ten foot,436
western genre,211
new line,327
i dont,14
bryan adams,32
fifteen year,69
evil sorcerer,453
little gore,545
major problem,232
few others,299
anna faris,84
single moment,37
original star,528
real mystery,309
several years,131
cheap thrills,171
national film,42
high price,217
feelgood movie,380
frank miller,540
federal government,382
dramatic story,406
grinch stole,437
future generations,93
male characters,74
strong message,136
rubbish film,380
good mood,316
high body,217
weird movie,527
classical music,431
raw footage,536
stupid movies,473
character actors,12
next years,359
silent version,276
black market,88
white girl,281
american soldiers,63
serial mom,569
key moments,325
slow pacing,178
several minutes,21
bizarre events,174
angry i,424
last word,128
spare time,61
other elements,294
great expectations,428
nuclear bomb,438
spectacular scenes,484
next film,434
good supporting,390
little sense,456
good production,439
own hand,279
overall rating,132
dick tracy,247
psychological study,214
first grade,405
free money,538
low standard,144
simple plot,289
dangerous game,288
awful truth,24
total recall,322
interesting storyline,406
white trash,281
fresh air,440
many days,76
only part,464
f murray,548
rental place,441
martial art,442
great horror,60
such people,384
english dub,505
barbarian brothers,453
original cut,362
other things,443
common denominator,50
many movies,96
american audiences,250
excellent direction,517
mysterious man,444
stephen rea,457
iraq war,81
severed head,237
bad reviews,183
avid reader,209
large part,464
uwe boll,445
classic tv,89
several reasons,513
low ratings,132
personal journey,246
few points,398
lousy script,16
masked killer,569
old security,33
interesting concept,317
typical story,349
cold blood,394
own brother,135
new wife,47
bad cgi,393
new talent,493
own family,330
late wife,77
german version,502
rare movies,96
documentary film,434
excellent film,230
child support,500
good night,316
denholm elliott,80
big action,491
please dont,14
lucille ball,267
bad everything,158
unexpected plot,289
fine form,512
great script,16
powerful i,310
second rate,446
nervous breakdown,499
ive come,447
double indemnity,142
young cop,509
favorite actor,111
next night,488
excellent book,119
fifteen minutes,21
first guy,278
much everything,35
boring i,24
possible spoiler,169
south africa,415
lead role,383
big success,2
other television,471
funny line,201
social message,73
invisible maniac,448
usual formula,61
sure youll,449
black stallion,88
ben stiller,332
excellent choice,119
last i,310
little romance,216
laugh track,539
lethal weapon,438
sure im,450
later years,359
cheap scares,171
difficult role,383
great family,330
regular intervals,403
very end,316
japanese society,199
little things,456
classic lines,89
different film,42
long drawn,417
good memories,504
tag line,327
liberal use,72
didnt pay,123
interesting note,406
much thought,35
long pauses,417
favorite actress,263
good point,351
only guy,278
ian ziering,531
wonderful example,492
free i,538
bad points,398
tow truck,102
central role,120
grown man,129
late 60s,321
other night,87
only scene,241
give anything,35
great atmosphere,428
painful experience,302
same path,256
pretty girl,451
lesbian love,242
awful acting,452
terrible movie,530
past present,131
real personality,64
commercial breaks,367
hot i,307
next guy,278
evil man,453
original release,511
deep space,576
united nations,187
tragic accident,363
ordinary man,129
previous year,128
screen play,139
late 1980s,104
good actors,301
sexual feelings,145
black community,88
great films,60
human beings,348
beautiful i,424
real star,528
original actors,12
loose cannon,454
young doctor,509
little confusing,474
short time,455
bad tv,393
little house,160
naomi watts,32
good boy,346
good points,398
many directors,299
little something,456
henry fool,457
good scenes,78
perfect spy,369
big disappointment,367
own right,522
uncut version,468
rare thing,98
first appearance,20
dark shadows,320
battlefield earth,161
cant recommend,43
20th century,508
initial premise,151
small film,42
ive gotta,447
stephen king,457
key elements,294
grand scale,255
talented cast,390
memorable quotes,484
great book,355
good bits,98
kids movie,334
young actresses,97
ridiculous plot,458
right hand,522
fine actress,263
previous movies,96
david lynch,218
stupid story,341
realistic i,212
back seat,522
whoopi goldberg,54
final battle,459
military base,435
acting talents,254
inanimate objects,350
emotional investment,302
long scene,241
poor production,439
little kid,346
alan hale,218
good guys,98
foreign policy,164
only difference,100
new age,324
good friends,330
first shot,460
fantastic i,292
sure someone,212
wish id,461
indiana jones,154
good piece,98
cinema history,462
veteran actors,97
racial stereotypes,371
classic tale,89
tom hanks,463
important character,383
brutal film,42
great fun,428
classic novel,89
giant spider,117
recent years,131
bad people,158
batman tv,471
old woman,28
wrong place,115
last season,6
major spoiler,169
rajpal yadav,266
didnt feel,123
true feelings,520
eccentric characters,133
various times,4
possible exception,100
historical figure,265
great potential,355
im glad,450
basic elements,151
archive footage,536
big edie,550
updated version,395
great achievement,355
mindless action,491
small part,464
long stretches,417
rosemary lane,248
single parent,37
large percentage,376
old jokes,567
good thriller,208
overall feeling,570
tom cruise,463
first hour,465
great cinematography,82
young love,95
warren beatty,466
great caruso,428
scarlett johansson,481
same characters,467
dvd version,468
nice surprise,556
long term,417
second chance,405
general store,157
carlitos way,115
social problems,73
few parts,204
memorable role,113
little details,456
main title,482
doug mcclure,167
darkly lit,501
many stories,469
much action,491
other actor,0
general plot,289
last chance,128
stupid pointless,258
mutual respect,470
only film,42
other tv,471
singing voice,495
screen chemistry,515
favorite scene,111
disappointing aspect,490
little heart,456
american pop,250
original tv,471
short story,349
new look,493
teenage girls,95
last act,368
late 70s,104
zombie bloodbath,380
classic film,89
cary grant,547
crazy woman,275
robin williams,472
good effort,316
only movie,147
new material,493
close friends,65
wild animals,194
perfect foil,369
first words,273
wonderful way,492
stupid movie,473
little bit,474
enjoyable i,424
great scenes,78
true hollywood,127
interested i,212
fine performances,426
fi channel,270
good name,410
i question,212
final cut,244
high society,140
long list,417
ok im,450
decent job,259
other inmates,299
large cast,1
good directing,254
fifty years,69
last decade,128
various characters,467
sexual exploitation,145
third rate,446
cinematic masterpiece,486
stark contrast,124
certain scenes,78
favorite disney,111
other works,87
overall impression,570
porn stars,379
second thought,405
foul language,505
total control,404
albert einstein,40
old dark,28
current generation,433
amanda peet,114
queen victoria,419
certain parts,204
incomprehensible mess,475
such film,42
final note,244
owen wilson,561
same reasons,513
big problem,367
seymour hoffman,476
alfred hitchcock,561
young daughter,92
little imagination,456
actual event,174
korean war,81
hot rod,307
witty dialogue,287
bite dog,168
ewan mcgregor,225
documentary style,286
old boyfriend,28
flesh blood,394
main message,229
first thirty,20
believable i,24
stellar performances,426
interesting things,317
own rules,279
good suspense,216
original plot,289
i hope,212
emotional journey,302
wonderful things,492
good quality,173
commanding officer,177
first run,405
wide variety,477
hot water,155
big chief,367
european accents,260
many parents,299
many aspects,312
harvey keitel,489
actual fact,174
new movie,147
first world,478
realistic view,141
golden era,552
other person,87
easy way,122
american people,45
final rating,132
common people,384
indian summer,400
negative comment,573
favourite movie,111
batman series,479
promising start,316
first series,479
artistic choice,480
english class,505
sylvia kristel,481
ensemble piece,512
big laughs,539
english voice,505
daily show,239
much plot,289
wonderful performances,426
imaginary friend,65
sealed room,38
good episode,221
slow movie,393
remarkable job,259
real danger,64
many folks,384
good doctor,385
other commentators,22
white people,281
touching movie,527
vengeful spirit,453
same title,482
old show,33
bad dream,158
other reason,513
18th century,508
santa claus,516
bad i,158
early death,359
close attention,65
next morning,488
im sorry,450
good earth,316
distinct lack,322
such crap,34
jurassic park,49
small roles,163
i ask,212
beautiful story,406
gram parsons,483
good deed,98
lesbian scene,283
discernible plot,289
memorable scenes,484
giant robot,117
last film,434
old fast,33
gary stretch,154
i laugh,539
impressive performance,485
other word,273
raw emotion,302
big house,160
ultimate sacrifice,520
gregory peck,13
general release,157
chinese films,85
boring movie,149
true masterpiece,486
top secret,562
fifty times,4
elvira mistress,84
classic example,89
funny performance,201
serious role,383
hot summer,307
chinese ghost,199
second class,405
quotable lines,7
wicked witch,453
dirty harry,337
dont buy,14
overall plot,289
small wonder,464
classic story,89
red paint,159
grand finale,255
great one,355
first half,405
entire premise,151
busy philipps,181
short subjects,455
little girl,346
different types,487
cool kids,23
terminal illness,499
full monty,344
little bits,474
short scenes,78
other crime,87
second hand,405
lead characters,467
horrible script,16
veteran actor,0
local cinema,462
colorful characters,467
real gem,64
local bar,233
okay job,259
mary stuart,179
next day,488
much anything,35
youll get,449
evil plans,453
full house,160
naked mile,262
slow start,178
steve buscemi,489
tragic events,174
terrorist attack,438
personal level,246
social attitudes,73
nick charles,107
many tv,471
full moons,344
fascinating story,406
love story,396
fatal fury,51
prom night,326
bad camera,182
dreadful movie,530
typical family,330
i try,212
horror movies,380
mindless entertainment,196
instant classic,89
positive thing,490
cool j,23
odd film,42
peripheral characters,467
good grief,316
foreign film,164
short amount,455
big chill,367
cheap attempt,171
ok job,259
big battle,459
good action,491
thousand times,4
much care,381
total failure,322
technical quality,353
good reputation,316
original twist,395
hollow man,129
italian directors,387
amazing performances,426
wonderful thing,492
understated performance,485
fond memories,504
british cinema,425
new kind,493
human existence,348
absolute masterpiece,486
own world,478
gripping story,406
complete movie,147
timothy dalton,541
human life,348
golden child,552
naked gun,262
main players,229
full force,344
possible spoilers,169
several hours,76
ned beatty,466
disappointing i,424
last half,128
old boys,28
video games,288
funny jokes,201
only show,236
big money,340
different roles,163
romantic love,268
lead female,335
true happiness,520
different ages,487
old film,544
michael caine,195
deep end,320
unborn child,500
whole scene,241
fight scene,241
superb actor,203
old times,33
whole plot,289
good voice,495
poor sound,533
sad part,291
full length,344
mary poppins,179
sean penn,192
only friend,65
abusive father,135
third viewing,41
many flaws,494
entire picture,48
steve biko,489
many kids,384
intelligent story,406
decent amount,110
same voice,495
sarah silverman,496
good luck,98
several films,85
patrick wilson,118
fabulous film,230
personal taste,246
high quality,144
nice performance,173
real scares,64
second half,405
terrific performances,426
much nudity,553
green lake,497
good versus,288
ramgopal varma,266
middle section,306
current state,311
high point,217
dark comedy,372
good b,173
much darker,35
english accent,260
new cast,1
first part,20
stanley kubrick,540
many shows,299
dire need,564
entire show,48
little edie,474
popular music,431
first meeting,488
great guy,278
adam sandler,13
same thing,256
amy poehler,32
complete piece,512
other man,129
wes cravens,498
leslie caron,423
late night,326
ive read,447
sad i,424
sad excuse,291
real heroes,64
perfect life,369
good support,316
emotional punch,302
old ones,33
french i,310
utter crap,34
doris day,488
normal people,384
boring mess,475
michael keaton,195
entertaining i,424
overall feel,570
first name,410
last dance,128
young teenager,95
female students,507
different look,105
mental illness,499
pregnant wife,92
numerous scenes,78
young child,500
south carolina,415
new dvd,468
bad version,395
private parts,204
short run,455
lucky ones,424
few i,310
bright light,501
german film,502
real message,64
amusing moments,79
ok nothing,212
opposite sex,554
first question,20
pure evil,453
internal logic,126
police story,177
upper lip,578
new body,493
modesty blaise,503
modern audience,518
frank mchugh,540
great visuals,60
early stages,359
last person,377
las vegas,422
other factors,513
unintentional comedy,364
screen test,139
dark hair,58
mean time,61
many memories,504
top i,212
english language,505
similar films,85
sudden impact,186
franchot tone,124
such trash,99
previous film,42
leap years,131
hot women,336
many sequels,96
canadian film,425
factual errors,308
violent scenes,78
grand total,255
great premise,428
modern age,324
total absence,322
basic idea,151
poor souls,356
wild bill,194
different movie,147
strange reason,350
main stars,550
third movie,434
nice contrast,556
strong presence,136
good shot,392
poor job,356
other i,310
eric roberts,338
real i,212
many lines,7
second reason,100
real chemistry,515
ronny cox,189
red light,501
angry men,509
im sure,450
real meaning,64
frank sinatra,540
tony scott,506
unlikely friendship,156
same problems,416
american actress,250
albert pyun,40
real humor,138
good fun,98
bitter taste,257
personal favorites,246
first person,377
romantic leads,268
young female,507
leading ladies,336
black women,336
classic status,89
cheap horror,380
true intentions,391
second i,310
frontal male,553
invisible man,444
top quality,9
sexual content,145
few seconds,21
certain amount,110
stupid plot,458
real joy,64
little flick,267
little town,190
poor plot,280
high marks,217
diane keaton,54
sexual revolution,145
dvd copy,468
modern society,518
thought provoking,523
dead daughter,77
19th century,508
different kind,105
great storyline,60
sad film,230
long film,42
poor script,16
historical background,265
main attraction,229
key scenes,78
twenty minutes,21
key scene,241
good money,340
amateurish acting,452
tragic consequences,363
new girl,28
memorable i,292
funny i,201
original score,524
average tv,402
serious film,361
same character,467
young man,509
main hero,328
great laugh,539
whole city,510
initial release,511
critical acclaim,183
new jersey,67
bad performances,426
psychological thrillers,214
local art,339
underlying theme,303
low points,398
human drama,348
unknown cast,1
obvious lack,313
southern accents,407
several ways,443
indian woman,400
cool world,478
fast moving,358
timothy spall,541
sesame street,420
emotional involvement,302
red sox,159
favorite songs,535
young hero,509
own show,236
mobile phone,529
fine piece,512
relative ease,144
big break,367
good i,212
deep meaning,320
french film,18
fine movie,208
i knew,212
only performance,173
good life,316
wonderful actor,203
fabulous job,259
second banana,405
important film,42
cold war,81
evil guy,453
central message,120
wrong things,115
pale imitation,558
tail end,526
big fat,367
different character,467
i hate,212
new partner,47
tragic event,363
noir cycle,89
little comedy,372
abusive husband,135
other reasons,513
different sort,105
natural resources,514
nathan detroit,248
focal point,351
great cast,390
elephant man,509
first minute,465
twelve year,69
real deal,64
amazing performance,485
countless times,4
smart people,384
other story,349
fictional town,190
arabian nights,234
rare example,277
low profile,144
original book,386
complete mystery,309
incoherent mess,475
little mystery,309
last thing,98
good chemistry,515
good storyline,385
worth buying,375
mainstream movies,96
right movie,147
hard thing,98
middle school,140
young couple,92
excellent films,230
edward g,548
andy hardy,247
bad script,16
pearl harbor,318
positive message,490
sandy dennis,189
certain charm,312
past decade,131
brilliant character,385
personal demons,246
whole place,106
go figure,310
basic instinct,151
single element,37
classic rock,70
great drama,60
mary kate,179
sole purpose,59
san diego,516
tim meadows,13
superior film,42
open arms,344
next line,327
young scientist,509
artistic style,378
cool dude,23
medical school,381
such scenes,78
pathetic attempt,62
muscular dystrophy,206
little show,236
cheap thrill,171
different names,487
much love,520
realistic way,316
good direction,517
top rope,9
musical comedy,372
hilarious i,24
following year,128
nonexistent plot,458
good idea,98
worst movie,393
jean eustache,430
professional killer,569
archival footage,536
great actress,263
big brother,367
pure entertainment,196
flip side,237
pleasant surprise,556
wonderful story,396
atomic bomb,438
original music,431
beautiful piece,275
intriguing plot,458
overall film,42
modern audiences,518
comic character,519
former life,557
final death,244
dead son,77
awesome i,292
young person,509
little time,456
serious horror,361
such films,85
human history,348
cant act,43
dont understand,14
other day,87
lloyd kaufman,561
overall i,570
true love,520
excellent music,431
next movie,147
adrian pasdar,521
main points,398
right way,522
young bull,509
own destiny,207
black character,88
dean cain,103
wrong reasons,115
many scenes,78
strange combination,350
serious scenes,78
minor league,370
third time,405
stop thinking,523
early episodes,360
great sets,355
early films,85
different personalities,487
high heels,217
good score,524
bad actress,263
dead woman,77
classic comedy,89
utter rubbish,534
real love,520
funny gags,527
terrible actress,263
american version,250
small country,464
natural beauty,514
new series,479
big boys,367
dead people,525
other friends,87
red hair,58
only surprise,100
second place,405
notre dame,298
fitting end,526
good day,316
sexual relations,145
fair bit,474
beloved country,135
special features,352
sure sign,212
funny movie,527
poor reviews,183
animal abuse,145
great war,81
lost world,478
terrible dialogue,287
british actor,425
frontal nudity,553
old series,33
good pace,178
only star,528
dramatic scene,241
many decades,299
christian school,357
hard way,316
great works,355
worst thing,158
much screen,139
same manner,256
classic scene,89
italian version,387
mobile suit,529
flat characters,467
same problem,564
low expectations,144
various points,398
original play,362
black actors,97
awful movie,530
adam west,306
original story,349
ideal choice,480
human story,348
wide berth,477
equal parts,204
budgetary constraints,264
civil war,81
full advantage,344
realistic character,385
good premise,98
much suspense,216
big man,367
multiple times,4
strange man,444
small bit,474
seymour cassel,162
dynamic characters,467
independent production,271
ian mcshane,531
catchy theme,303
hot girl,307
decent movie,208
loved ones,504
local police,177
favorite episodes,111
republic pictures,85
cant understand,43
wasted time,61
human condition,348
new things,493
main problem,229
margaret avery,532
poor film,42
old men,33
strong performances,426
whole affair,106
good sound,533
dutch henry,548
many times,4
deep impact,320
utter garbage,534
little creature,456
typical hollywood,127
net result,244
other guy,278
strange way,350
real fan,172
infernal affairs,126
last house,160
marvelous film,230
brian dennehy,80
different place,105
special fx,352
single scene,241
good episodes,360
other woman,336
left field,237
sure fire,212
second murder,323
perfect job,259
bad screenplay,393
real actors,12
practical joke,567
restored version,395
chevy chase,540
mary elizabeth,179
easy target,122
many opportunities,299
favorite moments,111
naked chicks,262
predictable i,212
few songs,535
good kind,98
original footage,536
single person,37
next time,488
same message,256
corky romano,537
great lengths,355
american town,45
various people,384
good time,316
great stars,550
great impression,428
much pain,35
naked city,262
bad decision,158
american characters,250
utterly pointless,5
familiar i,310
little movies,208
giant ape,117
tony danza,506
classic noir,89
down side,237
free time,538
emma thompsons,235
high i,310
bad name,410
main course,229
strange land,350
high production,439
incredible job,259
good people,316
different aspects,312
good laugh,539
different time,105
fanatic i,212
keen eye,176
running time,61
user comment,108
many film,42
several characters,467
young guys,509
everyday life,401
total bore,322
technical level,217
little mermaid,474
other guys,443
safe sex,554
nana patekar,543
favourite films,111
dramatic effect,186
other posters,96
great roles,301
overall direction,570
good soundtrack,208
serious thriller,361
frank morgan,540
female friends,507
first power,20
naive girl,451
mad magazine,566
japanese culture,199
special i,352
known actors,12
thirty seconds,21
many things,443
actual story,349
huge problem,2
harsh reality,207
first films,434
quick buck,358
faye dunaway,54
black leather,58
timothy hutton,541
physical appearance,542
sad movie,530
odd minutes,21
entire audience,48
magnificent performance,485
white noise,281
limited budget,264
amrish puri,543
same lines,327
political agenda,575
little thing,456
few shots,392
hugh laurie,225
loud moments,325
much tension,35
rave reviews,183
graphic novel,386
complete disaster,404
bad dialogue,287
old movie,544
stupid characters,473
pointless movie,473
young people,384
horrible story,341
near future,93
good gore,545
grand island,255
male character,74
local town,190
unique characters,467
hot chicks,307
good concept,316
orson welles,546
real fans,64
flat i,310
political life,401
original idea,362
ridiculous scene,241
old lady,28
pathetic excuse,29
third story,349
bad choice,158
various reasons,513
entertaining story,406
audrey hepburn,547
soft focus,342
new footage,536
fair lady,71
medical student,381
interesting part,317
little dialogue,287
particular i,310
i kind,212
other half,87
previous reviewers,22
only thing,100
real truth,64
right wing,237
whole lot,106
big trouble,367
nuclear blast,438
im sick,450
nice touches,556
different angles,487
other show,471
ice age,324
hugh dancy,225
first review,20
romantic comedy,268
brilliant i,292
van der,366
william h,548
strange mix,350
comedic actor,203
desperate situation,564
great mix,355
good person,377
teen years,334
wrong thing,115
entire family,330
interracial romance,156
good films,208
good girl,451
different kinds,487
audrey tautou,547
vivian blaine,249
political thriller,214
intensive care,381
small towns,190
tyra banks,549
perfect casting,369
big stars,550
international pictures,85
elephant walk,168
noir style,286
nina foch,551
bad makeup,158
golden years,552
memorable scene,484
other hollywood,127
cathy lee,365
limited resources,514
special powers,352
dreadful film,530
different people,384
great ones,355
young mother,92
male nudity,553
cannibal holocaust,502
full justice,399
stupid things,258
english patient,505
right amount,110
digital effects,297
nice movie,208
lead singer,335
good horror,380
tad bit,474
american psycho,250
typical plot,289
nuclear power,438
despicable characters,133
inside jokes,567
little guy,278
dark water,155
interesting character,385
few weeks,76
serious actor,361
interesting thing,317
other examples,87
english subtitles,505
young guy,509
modern life,401
former lover,557
pneumonic plague,300
animated series,17
dog day,168
explicit sex,554
danny aiello,555
single mom,37
same storyline,467
great portrayal,60
funny bone,201
spinal tap,206
silent night,276
much time,61
disappointing film,434
few examples,78
nice gore,545
pretty boy,451
oral sex,554
bad sign,158
wonderful sense,492
bad boys,158
nice thing,556
susan hayward,54
miserable life,401
funny way,201
same way,256
christian movie,357
much interest,340
lee majors,365
poor guy,278
convincing performances,426
mindless violence,408
real world,478
last couple,128
brilliant film,230
unnecessary scenes,78
true star,528
former wife,557
several sequences,238
black humor,138
new clothes,493
jean rollin,430
proper context,265
second world,478
basic training,435
expensive cars,102
complete garbage,534
many fans,299
full impact,344
enough money,340
pale shadow,558
main complaint,229
other kind,443
other movie,96
wonderful time,492
basic concept,151
nastassja kinski,559
old films,544
low grade,217
tiny tim,13
good everything,98
final shot,460
old west,33
good rating,132
major studios,232
double feature,11
brilliant job,259
anil kapoor,560
big bucks,367
different characters,467
lonely man,509
wild bunch,194
many spoilers,169
innocent victims,354
clive owen,561
original material,362
entire planet,161
stupid i,258
great disservice,428
true nature,520
second problem,405
killing spree,323
japanese woman,199
sole survivor,59
favorite characters,188
animated feature,17
silent cinema,276
fantastic film,230
secret life,562
interesting parts,204
real horror,380
old i,33
pet cemetery,563
holy grail,357
previous films,85
dark humor,138
emotional scenes,302
great idea,428
secondary characters,467
whole picture,106
touching story,406
other action,491
same situation,564
same amount,110
next episode,221
little i,456
bettie page,565
funny characters,133
red scare,159
human soul,348
overall picture,570
stan laurel,540
good stuff,98
enough time,61
main roles,163
rubbish i,24
silly movie,473
different times,4
major film,434
sunday morning,326
unique i,310
real connection,64
own i,310
dont rent,14
mutual friend,470
dead husband,77
physical contact,542
young audience,97
bette davis,472
average joe,402
favourite actors,188
funny people,201
rocky horror,380
happy endings,424
old actors,544
normal life,401
mad mad,566
amusing movie,527
michael myers,195
american history,45
extra star,528
young men,509
kong movie,319
different countries,105
whole audience,106
public domain,382
spike lee,365
ethan hawke,225
white zombie,281
silent film,276
early talkie,321
good cop,278
fair share,110
next year,128
old mans,130
mixed feelings,136
beautiful actress,263
pet sematary,563
grim reaper,31
scary things,350
great voice,495
last movies,96
christy brown,210
few jokes,567
amazing mr,292
dont forget,14
ive heard,447
political correctness,575
american beauty,45
long days,417
dead series,479
good right,522
old age,33
bad acting,254
single character,37
total disaster,322
entire script,16
vs zombies,228
little substance,456
big question,367
nice scenes,484
great work,355
major character,328
complete mess,34
brian depalma,80
alexandra staden,397
final nightmare,244
homicidal maniac,448
akshay kumar,560
single shot,460
false move,568
perfect world,478
white mans,130
bad news,158
horrible horror,380
doesnt matter,414
big plus,367
american films,250
parallel universe,467
overall story,349
good reasons,98
quiet life,401
serial killer,569
first star,528
fried movie,111
resident evil,453
tight budget,264
overall look,570
excellent cinematography,82
swiss cheese,387
lana turner,571
public school,140
own sake,279
real stinker,64
n roll,70
great number,355
american idol,250
alec guinness,304
oh look,572
original cartoon,395
other girl,95
heavy traffic,284
jared harris,231
dick van,366
young male,507
italian family,387
cia agent,198
entire run,48
independent films,271
luzhin defence,435
subtle jokes,567
new appreciation,493
real event,64
negative comments,573
thank god,424
new boyfriend,47
other students,299
oh wait,572
late fifties,321
such questions,574
low budgets,264
historical document,265
first episodes,221
great performances,426
political issues,575
racial issues,371
talented man,509
last minute,21
lou diamond,298
sean penns,192
much everyone,35
good characters,385
full metal,284
doesnt look,414
last hour,465
great style,286
young actress,263
other girls,336
little ones,456
many ideas,299
black lady,71
good zombie,208
animated films,17
han solo,535
old style,286
good book,396
everyday people,384
high fashion,140
thin plot,289
paresh rawal,543
old virgin,28
great writing,355
weak attempt,62
bad cinematography,82
empty space,576
